Won,Kills,Deaths,Assists,Dragons,Minions killed
blue,10,7,13,0,209
red,5,6,5,1,231
blue,4,12,3,0,225
blue,6,4,6,0,261
red,3,5,2,0,213
red,3,7,3,0,186
red,6,7,7,1,238
blue,9,9,11,0,211
red,7,10,3,0,214
blue,13,5,15,0,186
red,2,6,0,0,172
blue,3,3,2,1,236
red,2,4,0,0,210
red,8,5,13,0,202
blue,9,5,7,0,216
blue,2,5,2,0,197
blue,8,4,11,0,207
blue,13,1,8,1,237
red,2,4,2,0,228
blue,8,4,3,0,247
blue,7,8,6,0,219
blue,8,3,10,1,248
blue,0,3,0,0,231
blue,5,5,4,0,244
red,5,9,7,0,224
red,5,10,6,1,220
blue,5,2,4,1,257
blue,5,3,7,1,264
blue,8,6,11,0,212
blue,4,4,5,0,242
red,2,0,3,0,223
red,2,6,2,1,266
blue,12,7,14,1,192
red,4,7,9,0,220
red,5,6,8,0,187
red,2,5,1,0,203
red,6,9,12,0,220
blue,8,6,12,1,222
blue,5,4,6,0,215
blue,4,4,5,0,245
red,7,10,7,1,201
blue,6,3,6,1,180
red,8,4,10,0,225
blue,9,6,12,1,241
blue,6,3,5,1,214
red,4,4,2,0,226
blue,9,9,10,0,202
red,5,6,7,0,221
blue,11,5,12,1,211
blue,4,4,4,0,215
blue,3,5,2,1,218
red,9,8,5,0,238
blue,6,1,5,1,240
blue,5,2,9,0,213
blue,11,4,16,0,239
blue,5,6,3,0,216
red,5,9,5,1,206
blue,6,5,5,0,224
red,2,4,1,0,241
blue,5,5,4,1,209
blue,4,5,3,1,255
red,3,4,6,0,234
blue,7,8,4,0,226
red,8,9,6,0,198
blue,6,6,6,0,224
red,2,3,3,0,255
red,4,12,4,0,186
red,9,5,7,1,248
blue,16,4,21,0,177
red,7,11,7,0,180
red,3,7,5,1,217
red,6,8,3,1,232
blue,7,5,10,0,233
blue,9,8,12,1,209
red,1,8,2,0,208
red,5,7,6,1,208
red,6,12,4,0,202
red,2,2,3,0,234
blue,4,4,3,0,242
red,3,5,5,1,230
red,2,9,3,0,210
blue,7,2,4,0,237
red,2,9,2,0,205
red,1,3,1,0,264
red,3,7,3,0,202
blue,8,7,5,0,248
blue,7,2,8,1,231
blue,6,7,8,0,232
red,2,8,2,0,199
red,6,7,12,0,227
blue,9,4,11,1,216
blue,11,4,4,1,224
blue,8,5,8,0,218
red,6,4,8,1,184
red,1,4,1,0,241
blue,4,5,7,0,260
blue,8,2,5,1,212
blue,15,10,9,0,215
red,4,5,3,0,218
blue,8,3,9,1,222
red,4,8,7,0,211
red,3,4,4,1,233
red,2,11,2,0,227
red,5,14,4,0,200
red,5,5,4,0,264
blue,2,2,2,1,240
blue,6,8,6,0,193
red,2,5,5,0,222
blue,9,5,10,0,229
red,3,9,3,0,246
red,10,10,11,1,198
red,6,7,5,0,213
red,5,7,10,0,225
blue,13,7,15,1,206
blue,8,3,8,0,227
blue,11,6,16,1,232
blue,9,4,7,0,226
red,5,9,4,0,237
red,5,9,5,0,222
blue,12,6,12,0,231
blue,7,4,6,1,231
red,6,10,3,0,192
red,3,4,1,0,239
blue,10,5,9,1,244
red,2,3,2,1,237
blue,4,7,7,1,227
red,2,6,0,0,191
blue,16,5,7,0,230
blue,7,4,10,0,227
red,7,13,7,0,183
blue,7,9,7,1,213
red,4,7,4,0,200
blue,9,3,9,0,225
blue,5,3,6,0,187
red,3,6,4,1,202
red,5,3,5,0,212
blue,6,4,8,0,221
blue,9,8,7,0,196
red,6,3,5,0,228
blue,4,3,2,1,221
red,0,5,0,0,217
blue,3,8,1,0,206
red,5,8,5,1,241
blue,3,4,4,0,202
red,6,1,8,1,210
red,5,4,8,0,216
blue,8,6,13,0,256
red,4,12,3,0,219
blue,4,4,1,0,246
blue,5,3,11,0,216
red,2,9,1,0,206
blue,5,4,4,1,228
red,2,5,2,0,215
blue,6,3,6,1,236
blue,5,5,2,0,249
red,4,7,5,1,237
red,12,8,8,0,242
red,4,13,3,0,159
red,6,8,9,0,226
blue,8,7,4,1,237
red,8,13,8,1,200
red,5,6,3,1,183
blue,11,1,11,0,245
red,4,11,3,0,195
red,10,12,13,1,194
blue,2,3,1,1,237
blue,12,5,23,1,212
red,2,7,4,1,202
red,3,3,2,1,212
red,5,11,5,0,197
red,6,14,5,0,177
blue,5,7,4,0,190
blue,3,8,4,0,207
blue,14,3,15,0,205
blue,6,2,5,1,257
blue,10,5,12,1,223
blue,10,1,7,0,233
blue,7,3,10,0,233
blue,6,2,7,1,218
blue,8,5,5,1,175
blue,6,5,9,1,195
blue,8,1,9,1,254
red,11,6,9,1,196
red,11,6,14,0,203
red,2,7,2,0,210
blue,8,6,6,0,220
red,4,9,4,0,209
red,5,5,8,0,237
red,7,10,11,0,196
red,5,6,2,0,231
blue,11,10,10,1,222
red,1,2,1,0,228
blue,13,5,9,0,244
red,3,4,1,0,222
blue,5,3,7,0,252
blue,5,7,6,1,241
red,5,8,3,0,200
blue,3,5,5,0,207
blue,5,3,6,1,202
blue,13,9,13,1,227
red,6,5,5,0,234
blue,7,2,9,1,188
red,5,5,7,0,136
blue,5,1,6,1,259
red,7,7,4,0,212
red,3,8,1,0,237
red,9,11,15,1,218
red,3,5,4,0,214
red,4,10,4,0,182
red,3,9,2,0,169
red,4,9,4,1,206
blue,7,4,7,1,223
red,5,4,6,0,247
red,7,12,11,0,209
red,3,9,2,0,194
red,3,9,4,0,182
blue,4,3,5,0,220
red,10,3,12,0,242
red,7,4,12,1,204
blue,5,1,5,0,253
blue,9,10,11,1,226
red,6,9,10,0,188
red,9,3,13,1,205
blue,12,3,10,1,246
blue,7,3,6,0,232
red,3,8,3,1,213
blue,5,6,10,1,204
red,2,6,0,0,207
red,9,12,8,0,176
red,6,8,5,0,194
blue,3,1,4,1,213
blue,5,7,2,0,211
red,5,3,5,1,244
red,4,10,2,0,229
blue,8,9,8,0,218
blue,11,4,14,1,205
red,4,3,2,0,234
red,7,3,10,1,231
red,3,2,3,1,247
blue,7,8,8,0,191
red,4,9,4,0,239
blue,9,7,7,0,212
blue,6,6,10,0,227
red,3,4,2,0,224
blue,3,5,2,0,220
red,2,3,2,0,235
blue,10,2,12,1,220
blue,6,4,6,1,232
blue,15,7,16,0,178
blue,8,1,11,0,259
blue,3,5,4,1,237
red,5,4,4,0,239
blue,8,2,10,0,239
blue,6,6,7,0,205
blue,7,9,7,0,231
blue,6,5,3,1,216
red,7,4,10,0,210
blue,1,2,2,0,231
red,3,8,3,0,173
red,7,9,9,0,180
blue,3,7,3,1,221
red,9,6,8,0,229
blue,11,3,11,1,214
red,9,6,6,1,218
blue,7,5,7,1,216
red,8,7,4,0,212
red,5,8,4,0,189
red,2,6,1,0,216
blue,12,7,13,0,191
red,6,7,8,0,209
blue,4,2,3,1,231
blue,10,10,12,0,182
red,9,6,14,0,228
red,5,6,4,0,224
red,7,6,4,1,203
blue,7,5,11,0,201
red,3,12,2,0,205
red,7,9,5,0,229
blue,10,10,12,0,196
blue,9,6,10,0,224
blue,8,4,9,1,195
red,8,8,8,0,218
red,2,9,2,0,200
red,2,9,1,0,227
red,4,3,3,1,228
red,2,8,1,1,201
blue,10,3,5,0,232
red,4,4,4,0,212
blue,7,8,10,0,189
red,4,5,1,1,263
red,6,5,5,0,240
blue,9,7,11,0,234
red,4,12,2,0,224
blue,9,4,12,1,212
red,7,5,7,0,240
red,9,12,16,0,246
blue,8,6,8,0,232
red,9,7,8,0,255
red,5,7,6,0,239
red,8,10,9,1,199
red,10,9,15,0,190
blue,3,5,3,0,226
blue,13,6,14,0,226
red,7,10,10,0,207
red,5,5,3,0,241
red,2,6,3,0,228
red,2,10,1,0,207
blue,6,3,10,0,165
red,2,11,3,0,237
red,3,8,3,0,213
red,3,4,3,0,232
red,4,10,10,0,141
blue,8,5,8,0,230
blue,5,2,5,1,258
blue,7,3,10,0,265
red,4,8,2,0,224
red,6,7,8,0,197
red,2,7,3,0,212
blue,2,2,3,0,247
blue,7,4,9,0,224
red,8,9,9,0,198
red,1,8,0,0,215
red,7,7,7,1,215
red,1,3,2,0,229
red,5,6,2,1,222
red,4,11,5,0,173
blue,10,5,13,1,227
red,3,3,3,0,201
blue,6,7,9,0,207
red,4,9,6,0,225
blue,10,3,9,1,224
blue,4,4,3,1,225
red,5,15,5,1,199
blue,9,9,10,0,209
red,2,3,1,0,212
blue,12,7,19,1,247
blue,8,4,9,1,191
red,6,9,8,0,200
blue,13,4,13,0,203
blue,15,7,17,1,233
blue,17,7,17,1,220
red,4,6,6,0,224
blue,10,7,11,0,219
blue,8,0,7,1,279
blue,11,6,8,0,227
blue,7,4,7,1,241
blue,3,6,2,0,200
red,3,3,3,1,203
blue,6,4,6,0,235
red,4,8,3,1,192
blue,11,2,9,1,237
red,6,7,6,0,223
red,14,11,16,0,201
red,9,7,10,0,182
red,0,5,0,0,213
blue,6,2,8,0,268
blue,14,2,19,1,200
red,3,3,3,1,199
blue,1,3,0,0,234
blue,9,9,12,1,194
blue,3,5,4,0,223
blue,8,10,10,1,229
red,7,5,7,1,202
red,7,12,5,1,185
blue,7,5,7,1,220
red,0,6,0,0,195
blue,10,3,10,0,230
red,2,11,5,0,218
red,8,2,11,0,241
blue,6,4,8,1,203
red,5,9,5,1,199
blue,9,3,12,1,185
blue,7,2,9,1,246
red,5,7,8,0,245
blue,2,6,1,0,203
red,3,3,3,0,230
blue,2,5,5,0,243
red,7,9,7,0,170
red,3,10,3,0,215
blue,4,1,5,1,232
blue,4,2,1,0,264
red,7,5,10,0,228
red,7,1,6,0,234
red,5,8,6,0,238
blue,10,6,15,1,214
blue,5,4,4,0,234
red,6,8,8,0,193
blue,3,2,3,0,215
red,3,7,4,1,210
blue,3,5,3,0,246
blue,3,8,3,0,192
red,4,4,4,0,254
red,7,6,6,0,200
red,5,11,7,0,214
blue,8,11,11,0,227
red,2,7,2,0,211
blue,5,4,4,1,221
red,4,11,9,0,169
red,1,2,1,1,241
blue,5,4,5,0,195
red,5,3,9,0,206
blue,8,7,7,1,223
red,1,4,0,0,229
blue,6,8,13,0,217
blue,10,4,10,0,242
blue,7,2,9,1,244
blue,6,10,6,0,196
red,6,4,7,0,216
red,5,4,5,0,225
blue,13,3,19,1,225
blue,8,3,7,1,242
blue,6,7,11,0,199
blue,4,5,4,0,238
red,5,6,2,1,195
red,2,0,4,0,215
red,5,7,7,0,170
blue,4,11,4,1,219
blue,11,5,12,0,236
blue,7,2,10,0,233
red,2,7,4,1,210
red,6,7,9,1,209
blue,7,8,6,0,191
blue,8,5,9,1,226
blue,1,1,2,0,229
red,5,9,3,1,187
blue,8,2,8,0,223
blue,6,1,9,0,236
blue,4,3,3,0,266
red,6,11,5,0,219
red,5,9,3,0,175
blue,6,2,8,1,252
blue,9,7,12,1,238
red,3,6,5,0,202
blue,6,8,10,0,198
blue,10,8,8,0,200
red,6,10,9,0,192
red,4,13,3,0,196
red,8,3,10,0,238
red,3,13,2,0,178
red,5,12,3,0,212
red,4,11,3,0,214
red,8,7,5,0,207
blue,7,3,5,0,242
red,4,10,3,0,204
red,7,4,9,1,230
blue,6,7,4,0,218
red,6,12,2,0,205
red,12,10,12,1,168
red,2,5,1,0,220
blue,10,6,15,0,203
red,9,4,8,0,225
blue,5,8,5,1,206
blue,6,9,2,1,209
blue,9,8,10,0,207
blue,4,12,2,0,218
blue,2,6,1,0,239
red,4,3,3,0,227
red,3,9,3,0,221
red,8,10,11,0,209
blue,10,1,9,0,199
blue,7,6,9,1,221
blue,9,7,9,0,211
red,14,8,12,1,196
red,5,5,5,0,218
blue,14,5,10,1,231
blue,10,8,10,0,203
red,4,7,4,1,206
red,5,13,5,0,215
red,9,8,9,0,207
red,1,5,1,1,203
red,8,6,10,0,229
blue,9,4,10,0,178
red,3,4,2,0,256
red,3,3,3,0,250
red,6,8,9,0,190
red,4,3,5,1,223
red,3,7,5,0,204
red,4,9,4,0,197
blue,7,9,7,1,220
blue,4,12,3,0,225
blue,4,10,3,0,209
red,5,4,4,1,225
red,3,11,3,0,205
blue,7,5,8,0,214
red,2,6,2,0,238
red,5,9,4,1,204
blue,7,6,6,0,210
red,9,10,6,0,197
blue,3,0,3,0,239
blue,5,6,4,0,211
blue,13,6,13,0,264
red,9,6,13,1,196
red,6,7,4,1,221
red,3,3,5,0,243
blue,8,7,6,1,238
blue,7,5,7,0,210
blue,10,6,12,1,214
blue,10,5,11,0,231
red,6,10,8,0,205
blue,1,4,1,1,238
blue,11,4,7,1,233
blue,12,6,16,1,229
blue,2,3,2,1,231
red,3,3,3,0,217
blue,9,2,12,1,229
blue,8,6,11,1,205
red,5,6,10,1,190
red,3,7,5,0,224
blue,4,4,4,1,244
red,6,10,6,0,187
red,5,8,3,0,216
red,3,7,4,1,199
blue,10,7,8,0,208
red,3,6,3,0,218
blue,6,10,5,0,214
red,6,8,5,0,226
red,5,8,5,0,215
red,6,3,7,1,232
red,5,8,2,0,204
red,9,8,7,0,215
red,5,8,5,0,188
red,3,4,2,0,240
red,6,15,9,0,171
blue,8,8,8,0,228
blue,1,2,1,1,237
blue,8,7,11,1,209
blue,4,4,8,1,211
blue,3,3,2,0,252
red,11,10,11,0,200
blue,3,0,5,0,276
blue,2,3,4,0,220
blue,10,4,12,1,237
blue,4,4,7,0,190
blue,7,1,3,1,237
blue,6,7,5,1,213
red,8,4,10,1,206
red,2,5,1,0,226
blue,11,5,11,0,190
red,6,3,6,0,230
red,2,11,4,0,187
blue,5,7,2,0,247
red,3,3,4,0,197
blue,4,5,5,1,225
blue,8,5,16,1,235
blue,1,4,1,1,236
blue,5,4,6,0,211
blue,3,7,7,0,214
blue,12,6,12,0,199
blue,4,7,6,0,214
red,3,6,3,0,185
blue,5,4,3,0,221
red,1,9,1,0,206
blue,9,2,12,1,236
blue,2,8,0,0,190
blue,14,2,16,0,197
red,5,5,8,0,219
red,3,5,4,0,182
red,2,7,1,0,239
blue,3,5,4,1,184
red,6,5,8,0,178
blue,12,7,11,0,179
blue,4,8,8,0,193
blue,8,4,12,1,237
red,6,6,8,0,193
red,4,5,7,1,225
blue,6,7,9,1,235
blue,4,6,5,0,210
red,5,4,3,0,205
blue,12,7,7,0,189
red,8,10,5,0,180
blue,11,8,10,0,232
blue,14,8,14,1,250
red,6,7,3,0,231
blue,13,8,16,1,225
blue,8,8,7,0,197
red,1,8,0,1,220
blue,10,5,10,0,229
red,5,7,8,1,186
blue,6,6,5,0,250
red,6,12,8,0,171
red,5,13,8,0,214
red,5,3,1,1,187
blue,5,6,8,0,197
red,3,10,1,0,195
red,1,5,1,0,245
blue,14,3,20,1,229
blue,13,2,18,0,257
blue,4,6,9,0,215
red,5,5,1,0,237
blue,4,7,4,0,222
red,2,4,5,0,222
blue,11,10,9,1,226
red,7,4,2,0,219
blue,8,4,12,0,250
blue,8,4,11,1,197
red,8,12,6,0,217
blue,4,4,3,0,266
blue,7,4,7,0,217
red,9,1,5,0,236
blue,10,9,13,1,190
blue,5,7,6,1,209
red,7,6,10,0,218
red,1,8,1,0,202
red,2,9,3,0,195
red,8,10,6,0,172
red,2,9,1,0,202
blue,13,3,16,1,226
red,6,2,5,1,227
blue,1,4,1,0,229
blue,8,11,6,1,215
blue,9,7,14,1,199
blue,9,6,12,0,181
blue,8,4,9,0,233
blue,13,13,14,0,201
red,4,10,2,0,214
blue,8,7,11,1,202
blue,10,8,7,0,240
blue,7,4,5,1,233
blue,5,5,6,0,215
blue,10,7,5,1,200
blue,6,2,6,1,188
blue,7,4,16,1,253
blue,10,4,14,1,212
blue,13,2,11,1,246
blue,8,2,7,1,194
blue,11,3,12,1,221
blue,9,6,6,1,208
blue,9,7,10,0,183
red,4,7,4,0,216
blue,10,6,11,1,232
red,4,4,6,1,186
blue,4,6,6,1,222
blue,8,9,9,0,212
blue,9,4,14,0,208
red,5,6,6,0,228
red,3,8,1,0,230
red,6,5,7,0,216
red,7,10,9,0,224
blue,9,4,9,1,239
red,7,6,6,0,229
blue,5,9,5,0,218
red,8,9,12,1,194
red,5,9,4,0,195
red,5,5,10,1,203
red,7,4,8,0,204
blue,5,9,6,0,220
blue,5,6,3,1,216
red,3,6,4,0,200
blue,4,4,9,0,215
blue,7,4,4,1,221
red,2,3,1,1,202
blue,7,6,6,0,241
blue,5,6,5,1,228
blue,9,7,7,1,188
blue,12,5,12,0,200
blue,9,4,13,0,204
red,4,8,5,1,228
blue,6,6,7,1,211
red,9,6,9,0,219
blue,8,2,9,0,233
blue,9,3,17,1,189
red,5,3,3,0,204
blue,11,3,11,1,232
red,10,12,8,0,202
red,4,7,4,0,198
red,8,6,9,1,224
red,6,8,11,0,204
red,1,4,1,0,268
red,7,9,8,0,181
blue,11,4,10,1,215
blue,8,10,9,1,203
blue,12,7,20,1,210
blue,5,5,5,1,227
red,6,6,6,0,188
blue,11,3,9,1,204
red,9,9,11,1,200
blue,8,4,11,1,206
blue,3,6,5,0,195
red,8,11,9,0,201
blue,7,9,14,1,192
blue,4,9,6,0,225
red,4,10,2,0,181
blue,11,13,6,0,178
blue,8,6,11,0,238
red,6,5,8,0,222
red,7,4,9,0,233
red,8,8,9,0,209
red,6,10,3,1,206
red,7,9,8,0,188
red,6,5,7,1,191
blue,8,5,8,1,253
red,2,1,5,0,227
blue,7,5,8,1,215
blue,7,1,10,0,257
blue,5,4,5,1,226
red,3,2,2,1,206
blue,17,6,26,0,194
red,9,6,8,1,206
red,4,4,3,0,207
red,3,7,2,0,210
red,3,4,4,0,263
red,1,3,1,0,266
red,10,4,9,0,206
blue,9,7,9,0,227
blue,13,2,16,1,240
blue,5,4,5,0,235
red,7,7,8,1,200
blue,7,1,9,0,213
red,3,6,4,0,204
blue,9,2,10,0,211
blue,6,9,6,1,195
blue,6,7,6,0,228
red,11,5,8,0,192
red,4,10,2,0,201
blue,4,1,3,0,241
blue,8,1,13,1,247
red,4,5,4,0,212
blue,7,3,1,1,252
blue,2,4,4,0,251
blue,11,2,17,1,204
blue,3,3,2,0,269
blue,8,6,7,0,211
blue,6,8,5,0,203
red,5,10,7,0,123
red,9,5,12,1,221
red,4,9,5,1,210
red,4,7,4,0,184
blue,8,7,12,1,215
blue,4,2,3,0,276
red,10,7,12,0,212
red,8,4,10,0,176
red,5,4,4,0,223
blue,4,5,2,1,256
red,4,2,2,0,217
blue,6,3,7,0,223
blue,8,3,8,1,229
red,4,7,5,1,210
red,7,6,8,0,223
red,3,2,6,1,239
red,8,5,6,1,237
blue,9,6,10,1,213
red,3,9,4,1,201
red,5,11,6,0,222
blue,11,11,14,0,215
blue,6,5,5,0,225
blue,4,8,2,0,212
red,2,2,2,0,224
blue,4,6,6,0,236
red,6,5,12,0,257
blue,8,10,3,0,223
red,8,8,8,1,187
red,5,6,6,0,221
red,6,9,5,0,228
blue,4,3,5,0,248
red,3,10,3,1,192
blue,5,4,10,1,174
blue,3,4,1,1,226
blue,7,4,11,0,219
blue,3,3,0,1,201
red,5,5,6,1,212
red,1,9,2,1,229
blue,8,4,9,0,247
blue,4,3,5,0,244
red,4,4,7,1,239
red,10,6,9,0,243
blue,7,8,8,1,197
red,5,11,4,0,202
blue,6,7,4,1,206
red,8,9,9,1,185
blue,15,9,14,0,183
blue,3,2,4,1,205
red,4,7,5,0,203
blue,2,3,2,1,246
red,5,2,6,0,253
red,8,14,10,0,200
red,12,12,16,0,199
blue,8,10,5,1,224
blue,8,7,7,0,228
blue,7,6,7,0,222
blue,7,3,8,0,233
blue,10,5,13,0,206
red,4,8,2,0,218
red,1,10,2,0,177
blue,8,5,9,1,238
red,2,7,2,0,219
red,6,8,8,0,205
red,4,6,3,1,228
red,6,2,4,0,218
red,3,5,3,0,233
red,7,8,5,1,202
red,4,8,3,0,217
red,7,8,6,1,229
red,5,5,8,0,230
red,8,2,7,0,219
blue,7,3,6,1,252
red,1,3,2,0,205
red,8,8,13,0,188
blue,12,3,12,1,228
blue,12,4,13,1,210
blue,6,4,7,1,231
red,5,6,3,0,224
red,5,8,7,0,203
red,5,9,3,0,196
blue,8,4,6,1,196
red,12,8,18,0,189
red,6,10,9,0,243
blue,5,5,4,0,235
red,4,10,2,1,176
blue,6,1,3,1,226
red,7,6,10,0,187
red,2,3,2,1,213
red,3,10,3,0,194
blue,8,8,5,0,243
red,10,6,16,0,219
red,2,10,1,0,170
blue,8,3,13,1,235
blue,7,1,13,1,238
red,3,11,1,0,170
blue,9,10,8,0,196
blue,8,2,12,0,218
blue,13,7,14,0,217
red,5,5,8,0,218
blue,4,6,4,0,237
red,4,6,3,0,214
blue,7,2,10,1,232
blue,8,6,7,1,223
red,8,6,13,1,232
red,1,3,0,0,199
red,4,4,6,1,217
red,8,4,8,0,231
red,5,5,8,0,227
blue,8,6,7,0,199
blue,7,3,7,0,230
blue,10,2,8,1,251
blue,4,2,5,1,209
blue,5,5,3,0,242
blue,7,5,11,0,196
red,8,7,14,0,233
red,6,9,8,0,199
red,2,9,2,0,219
red,9,10,6,1,211
red,9,10,12,0,203
blue,7,5,11,0,231
red,5,8,7,1,164
blue,3,5,2,0,250
red,6,6,6,0,207
red,5,6,6,0,217
blue,4,4,0,0,239
blue,9,7,12,1,185
blue,11,8,9,0,225
red,9,6,7,0,213
blue,4,3,4,1,216
blue,11,6,16,0,220
blue,10,10,12,1,222
red,5,8,5,0,177
red,2,7,1,0,160
red,10,4,13,0,262
blue,6,2,9,0,247
blue,4,7,3,0,225
red,4,7,5,1,205
red,4,7,3,0,208
red,8,8,11,0,191
red,7,5,9,0,220
blue,9,8,5,1,212
blue,12,6,10,1,242
red,7,8,2,0,203
blue,5,1,5,1,250
red,6,5,6,0,238
blue,9,4,9,0,236
red,7,7,7,0,226
blue,10,6,12,0,204
blue,7,0,6,1,236
red,2,7,3,0,229
blue,8,5,13,1,234
blue,1,5,1,0,251
red,5,1,0,1,221
red,6,5,8,0,251
red,4,4,5,1,235
blue,6,8,8,1,207
red,1,5,1,1,233
blue,11,2,13,0,244
blue,5,7,6,1,205
red,2,9,0,0,208
red,5,5,7,0,206
blue,15,4,17,0,250
blue,9,9,7,1,219
blue,13,6,19,0,240
blue,0,3,0,0,229
red,3,4,2,0,208
red,5,8,5,0,230
red,8,10,15,1,171
blue,4,2,7,0,216
blue,6,10,6,1,226
blue,7,7,9,0,225
blue,6,7,6,1,226
blue,11,3,13,1,208
blue,8,5,10,0,216
red,3,5,0,0,180
blue,10,6,8,0,246
blue,9,6,5,0,214
blue,6,6,9,0,216
blue,6,3,5,1,205
red,4,7,6,0,234
blue,5,5,5,1,221
red,7,6,8,0,198
blue,10,4,9,1,238
blue,11,1,10,1,209
blue,8,3,8,0,231
blue,7,10,7,0,177
red,3,8,2,0,198
red,6,7,8,0,190
blue,3,6,2,1,201
red,5,5,7,0,225
red,7,8,8,0,228
red,3,16,5,0,207
red,3,11,7,0,164
red,8,9,11,0,226
blue,3,4,1,0,212
red,12,9,10,0,208
red,4,9,5,0,219
blue,11,4,7,1,237
blue,11,5,10,0,204
red,7,9,7,0,206
blue,9,7,11,0,216
blue,6,3,3,1,251
blue,3,7,4,0,203
blue,11,2,7,1,221
blue,4,7,3,1,229
red,2,7,2,0,236
blue,9,6,7,1,210
blue,4,7,5,0,240
blue,9,1,12,1,253
red,11,5,10,1,191
red,3,8,4,1,203
red,3,2,3,0,251
red,2,6,1,0,215
blue,9,3,11,1,260
blue,10,3,12,1,235
blue,6,5,6,0,233
red,10,5,8,0,235
blue,12,7,15,1,219
red,4,5,5,1,233
blue,7,2,12,1,229
blue,12,11,16,0,220
red,4,9,3,1,246
red,5,7,6,0,206
red,8,7,10,1,209
red,5,5,7,0,245
red,4,9,5,0,226
red,3,5,3,0,174
blue,4,5,2,1,234
red,3,6,4,0,231
red,8,3,8,1,178
red,7,8,6,1,204
blue,8,7,11,1,227
red,0,8,0,0,208
red,9,7,5,1,231
red,6,5,7,0,216
blue,5,8,4,0,240
blue,8,8,12,1,202
blue,9,4,11,0,205
blue,9,5,10,1,200
blue,10,9,8,0,188
blue,12,13,15,0,162
red,6,6,8,0,223
blue,9,7,8,1,233
blue,4,3,4,0,225
red,6,15,6,0,175
red,2,8,3,0,198
blue,5,3,2,1,241
blue,2,3,2,1,234
blue,7,2,6,0,221
red,4,5,4,1,208
blue,4,4,3,0,224
red,0,7,0,0,199
blue,11,4,9,1,212
red,2,5,2,1,220
blue,5,1,3,1,241
red,2,7,1,0,225
blue,11,8,18,1,206
red,2,4,2,1,235
blue,4,3,4,0,240
red,5,7,6,0,235
red,5,6,6,0,210
blue,8,10,7,0,218
red,0,4,0,0,230
red,7,4,10,1,201
red,5,5,5,0,198
red,6,10,7,0,147
red,6,6,4,0,236
red,6,12,7,0,201
red,4,5,3,0,203
blue,18,6,16,1,243
blue,5,3,8,1,230
blue,6,8,7,0,231
blue,8,5,8,1,192
red,1,5,2,0,214
blue,14,3,19,1,251
blue,6,2,3,0,222
blue,5,9,4,1,188
blue,7,5,8,1,186
red,7,8,5,1,193
red,3,8,5,0,193
blue,5,5,7,1,203
red,5,5,3,0,191
red,2,5,2,0,228
red,7,7,8,1,207
blue,6,4,6,0,231
blue,9,5,13,0,225
red,4,9,3,1,225
red,6,4,7,1,215
red,7,7,4,0,198
blue,10,7,16,1,190
red,6,8,4,0,197
blue,5,7,4,0,201
red,5,7,4,0,206
red,2,9,2,0,197
blue,6,6,10,0,221
red,5,9,7,0,190
blue,5,4,3,1,187
blue,5,8,9,0,209
red,4,2,0,0,214
blue,4,1,5,1,233
red,5,9,7,0,194
blue,9,8,11,1,180
blue,9,5,9,1,219
red,2,8,2,0,228
red,7,8,9,0,246
red,2,9,4,1,195
red,5,6,5,0,222
blue,3,6,6,0,197
blue,16,10,12,1,175
blue,4,5,5,0,200
blue,3,5,5,0,194
blue,9,1,8,0,233
blue,4,8,4,0,210
blue,6,4,5,1,235
red,5,7,5,0,153
blue,5,8,6,0,203
red,8,8,10,0,213
red,6,9,9,1,208
blue,4,6,4,1,235
red,6,10,12,1,177
red,3,13,1,0,174
red,7,3,5,0,236
red,3,5,3,0,230
red,6,7,6,0,232
blue,4,9,4,0,226
blue,10,5,19,1,231
red,6,7,2,0,204
blue,8,3,4,0,251
blue,9,4,4,0,270
red,7,8,8,0,191
red,9,7,5,0,195
blue,0,4,0,0,228
red,6,5,3,0,198
blue,7,10,5,0,197
blue,2,4,3,0,219
blue,6,3,4,0,261
blue,3,4,1,1,207
red,12,10,18,1,182
red,3,9,4,0,206
blue,8,4,7,0,246
red,3,9,3,0,212
red,6,9,2,1,195
blue,10,6,9,0,197
red,5,7,6,0,228
red,1,3,1,1,219
red,5,6,5,0,220
red,5,4,3,1,235
red,3,9,4,0,200
red,10,11,10,0,149
red,2,5,1,0,242
blue,5,4,5,1,220
red,14,10,23,0,180
blue,6,6,9,1,212
blue,9,7,9,0,207
red,6,3,9,0,242
red,2,7,2,0,215
red,11,8,9,0,183
blue,5,3,7,0,215
red,10,4,15,1,244
red,3,8,3,0,232
blue,8,11,8,0,168
blue,7,2,6,0,214
blue,6,3,2,0,257
red,7,9,5,0,221
blue,10,10,7,0,230
blue,7,9,5,0,180
red,8,14,7,0,181
blue,2,4,4,1,211
blue,6,0,7,0,199
blue,7,6,7,0,231
blue,9,4,12,0,210
red,2,7,1,0,224
red,5,7,4,0,188
red,5,7,7,0,227
red,3,5,3,0,244
red,7,5,6,0,205
blue,6,5,10,0,225
red,5,5,5,0,237
blue,4,6,4,0,252
red,7,9,5,0,220
red,6,12,8,0,209
blue,6,8,8,0,220
red,3,10,1,0,245
blue,6,4,7,0,224
blue,9,7,13,0,210
blue,7,4,7,0,259
red,7,7,6,1,192
blue,10,8,16,0,241
red,11,8,14,0,218
blue,8,5,7,0,200
blue,10,4,8,0,211
blue,7,4,14,0,214
blue,7,7,5,0,233
red,9,9,10,1,188
